327	1
16	2
16	3
803	4
436	5
1728	6
474	7
931	8
840	9
436	10
277	11
447	12
840	13
16	14
368	15
16	16
16	17
16	18
474	19
1162	20
327	21
16	22
931	23
264	24
264	25
276	26
1033	27
447	28
277	29
276	30
447	31
277	32
277	33
821	34
16	35
821	36
276	37
447	38
277	39
276	40
931	41
277	42
135	43
135	44
135	45
135	46
135	47
623	48
276	49
1835	50
654	51
276	52
276	53
276	54
474	55
474	56
24	57
931	58
1022	59
264	60
264	61
1033	62
327	63
276	64
840	65
276	66
277	67
447	68
16	69
368	70
447	71
135	72
1836	73
317	74
628	75
1162	76
16	77
1052	78
474	79
1049	80
1049	81
474	82
474	83
474	84
628	85
1033	86
931	87
317	88
276	89
277	90
368	91
1052	92
277	93
447	94
276	95
317	96
474	97
317	98
16	99
1351	100
16	101
1836	102
1834	103
474	104
2581	105
474	106
1242	107
1049	108
628	109
158	110
1033	111
277	112
447	113
276	114
1864	115
840	116
16	117
276	118
135	119
447	120
277	121
1565	122
368	123
1049	124
931	125
277	126
1864	127
317	128
840	129
474	130
16	131
1835	132
327	133
321	134
1049	135
1049	136
277	137
16	138
16	139
317	140
327	141
447	142
277	143
436	144
654	145
276	146
474	147
1351	148
1864	149
16	150
623	151
623	152
436	153
277	154
327	155
277	156
436	157
16	158
327	159
317	160
16	161
623	162
436	163
327	164
1728	165
725	166
101	167
118	168
89	169
400	170
400	171
10	172
250	173
220	174
50	175
6	176
1	177
1	178
34	179
43	180
9	181
125	182
26	183
68	184
45	185
122	186
89	187
94	188
537	189
29	190
302	191
290	192
326	193
21	194
148	195
66	196
146	197
88	198
30	199
5	200
10	201
5	202
1362	203
115	204
23	205
133	206
1	207
190	208
1391	209
467	210
118	211
28	212
309	213
1	214
1603	215
1191	216
1191	217
59	218
727	219
24	220
1038	221
202	222
1340	223
39	224
1	225
10	226
8	227
11	228
1015	229
232	230
37	231
51	232
325	233
52	234
59	235
101	236
73	237
1	238
148	239
30	240
684	241
190	242
63	243
23	244
394	245
6	246
74	247
1015	248
15	249
733	250
113	251
1542	252
92	253
113	254
190	255
64	256
10	257
343	258
89	259
26	260
118	261
183	262
15	263
55	264
6	265
236	266
111	267
24	268
96	269
162	270
11	271
10	272
91	273
1	274
1	275
23	276
43	277
182	278
970	279
219	280
33	281
10	282
52	283
52	284
219	285
270	286
122	287
77	288
9	289
9	290
9	291
9	292
9	293
9	294
9	295
5	296
1	297
363	298
55	299
63	300
1	301
1	302
563	303
1	304
62	305
5	306
1	307
112	308
79	309
26	310
45	311
112	312
134	313
224	314
664	315
228	316
211	317
56	318
227	319
1053	320
44	321
10	322
10	323
804	324
37	325
56	326
9	327
795	328
50	329
46	330
41	331
45	332
334	333
1043	334
91	335
15	336
8	337
55	338
9	339
73	340
211	341
106	342
117	343
8	344
28	345
250	346
71	347
236	348
64	349
15	350
15	351
30	352
287	353
26	354
197	355
215	356
13	357
2	358
198	359
181	360
169	361
265	362
84	363
343	364
1512	365
85	366
217	367
31	368
107	369
147	370
1176	371
51	372
267	373
386	374
334	375
81	376
60	377
1	378
44	379
163	380
1	381
89	382
28	383
951	384
35	385
8	386
124	387
48	388
105	389
43	390
50	391
8	392
174	393
1167	394
1155	395
26	396
64	397
50	398
63	399
30	400
55	401
236	402
26	403
26	404
290	405
250	406
207	407
49	408
42	409
51	410
30	411
1	412
1	413
131	414
12	415
12	416
16	417
12	418
17	419
3	420
7	421
1562	422
12	423
253	424
20	425
3	426
1564	427
7	428
448	429
120	430
3	431
2	432
2	433
372	434
2691	435
465	436
50	437
219	438
101	439
38	440
65	441
102	442
129	443
497	444
26	445
60	446
1	447
183	448
111	449
45	450
576	451
165	452
416	453
1	454
1	455
1	456
89	457
241	458
1160	459
1	460
99	461
84	462
932	463
51	464
24	465
302	466
243	467
211	468
23	469
54	470
1	471
1365	472
1015	473
339	474
343	475
295	476
288	477
290	478
2151	479
206	480
24	481
258	482
51	483
10	484
31	485
290	486
103	487
386	488
73	489
216	490
129	491
158	492
1207	493
1	494
102	495
179	496
100	497
232	498
26	499
12	500
12	501
77	502
45	503
183	504
183	505
103	506
1	507
163	508
127	509
319	510
185	511
801	512
1032	513
30	514
2277	515
6	516
254	517
8	518
512	519
60	520
1	521
15	522
79	523
99	524
219	525
60	526
1	527
23	528
15	529
189	530
189	531
115	532
64	533
60	534
118	535
103	536
64	537
55	538
1	539
23	540
1	541
1	542
1	543
1	544
52	545
155	546
60	547
50	548
15	549
1	550
1	551
1	552
15	553
1	554
15	555
94	556
89	557
35	558
236	559
128	560
182	561
102	562
147	563
909	564
235	565
28	566
267	567
144	568
39	569
83	570
217	571
161	572
223	573
223	574
121	575
156	576
328	577
51	578
31	579
59	580
79	581
154	582
1	583
124	584
7	585
305	586
1364	587
336	588
1	589
902	590
1	591
88	592
175	593
350	594
4	595
173	596
197	597
350	598
328	599
74	600
75	601
142	602
226	603
23	604
29	605
29	606
29	607
106	608
132	609
35	610
95	611
1	612
84	613
82	614
267	615
291	616
197	617
154	618
68	619
79	620
26	621
34	622
424	623
44	624
108	625
125	626
291	627
5	628
2593	629
21	630
10	631
9	632
21	633
9	634
165	635
90	636
30	637
11	638
8	639
89	640
897	641
1016	642
28	643
63	644
220	645
142	646
15	647
1	648
15	649
15	650
52	651
262	652
64	653
102	654
66	655
112	656
28	657
8	658
1649	659
44	660
52	661
15	662
1	663
6	664
2258	665
2235	666
2259	667
2260	668
2261	669
2262	670
2263	671
57	672
220	673
101	674
15	675
351	676
15	677
79	678
236	679
21	680
143	681
5	682
1	683
40	684
42	685
153	686
1	687
52	688
154	689
15	690
102	691
147	692
132	693
23	694
130	695
179	696
203	697
233	698
64	699
157	700
656	701
748	702
1	703
2264	704
472	705
1	706
2265	707
2266	708
2267	709
2268	710
71	711
103	712
127	713
24	714
212	715
1	716
115	717
115	718
311	719
91	720
122	721
560	722
68	723
118	724
68	725
105	726
411	727
1486	728
790	729
191	730
83	731
195	732
1	733
202	734
107	735
130	736
39	737
282	738
130	739
318	740
59	741
147	742
102	743
126	744
102	745
29	746
83	747
129	748
147	749
211	750
233	751
38	752
52	753
48	754
210	755
259	756
185	757
51	758
334	759
1016	760
151	761
343	762
43	763
97	764
79	765
64	766
57	767
30	768
9	769
26	770
24	771
24	772
728	773
1	774
15	775
401	776
797	777
11	778
250	779
55	780
297	781
11	782
11	783
1	784
1	785
5	786
131	787
12	788
81	789
1	790
328	791
2669	792
228	793
26	794
279	795
147	796
1	797
89	798
52	799
169	800
117	801
282	802
185	803
899	804
280	805
22	806
423	807
6	808
41	809
1568	810
140	811
140	812
48	813
2493	814
1303	815
19	816
11	817
6	818
6	819
19	820
26	821
290	822
52	823
26	824
50	825
52	826
50	827
26	828
50	829
63	830
44	831
52	832
8	833
319	834
15	835
2525	836
2507	837
2504	838
2528	839
1	840
1842	841
73	842
46	843
398	844
235	845
9	846
112	847
111	848
1	849
5	850
147	851
1160	852
1	853
1	854
57	855
451	856
83	857
39	858
207	859
375	860
1	861
1651	862
202	863
1027	864
60	865
1628	866
305	867
685	868
140	869
1651	870
23	871
178	872
310	873
343	874
2144	875
161	876
66	877
33	878
78	879
2609	880
59	881
170	882
153	883
39	884
65	885
119	886
48	887
151	888
2145	889
190	890
32	891
40	892
1	893
352	894
1	895
